id,Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
37,40.8,0.144,1.12,0.188,0.151
974,12300.0,3.81,338.0,4.97,3.82
3195,15200.0,12.5,419.0,16.3,12.5
983,12300.0,3.85,337.0,5.02,3.85
3904,15400.0,15.3,422.0,19.9,15.3
4069,15300.0,15.9,422.0,20.8,15.9
1418,13000.0,5.55,358.0,7.24,5.56
3332,15300.0,13.0,420.0,17.0,13.0
1560,13400.0,6.11,368.0,7.97,6.11
39,45.6,0.152,1.25,0.198,0.159
1486,13200.0,5.82,363.0,7.59,5.82
3883,15400.0,15.2,422.0,19.8,15.2
169,1030.0,0.661,28.4,0.862,0.667
1355,12800.0,5.3,353.0,6.92,5.31
2785,15000.0,10.9,413.0,14.2,10.9
3632,15300.0,14.2,422.0,18.5,14.2
4748,14100.0,18.6,389.0,24.2,18.6
4004,15400.0,15.7,422.0,20.4,15.7
2682,15000.0,10.5,411.0,13.7,10.5
4704,14400.0,18.4,396.0,24.0,18.4
4025,15300.0,15.8,422.0,20.6,15.8
1640,13600.0,6.42,374.0,8.37,6.43
1290,12600.0,5.05,346.0,6.59,5.06
1380,12900.0,5.4,355.0,7.05,5.41
1933,14100.0,7.57,389.0,9.87,7.57
579,6140.0,2.27,169.0,2.96,2.27
4220,15300.0,16.5,421.0,21.5,16.5
3160,15200.0,12.4,418.0,16.1,12.4
2030,14300.0,7.95,393.0,10.4,7.95
892,12100.0,3.49,332.0,4.55,3.5
3951,15400.0,15.5,422.0,20.2,15.5
780,10200.0,3.05,280.0,3.98,3.06
159,955.0,0.622,26.2,0.811,0.628
2,4.17,0.00685,0.115,0.00894,0.0138
2263,14600.0,8.86,401.0,11.6,8.86
3216,15200.0,12.6,419.0,16.4,12.6
2109,14400.0,8.25,396.0,10.8,8.26
849,11500.0,3.32,316.0,4.33,3.33
2737,15000.0,10.7,412.0,14.0,10.7
2466,14800.0,9.65,407.0,12.6,9.66
3650,15300.0,14.3,422.0,18.6,14.3
1596,13500.0,6.25,371.0,8.15,6.25
1776,13900.0,6.95,381.0,9.07,6.96
1913,14100.0,7.49,388.0,9.77,7.49
1043,12300.0,4.08,338.0,5.32,4.09
4713,14300.0,18.4,394.0,24.1,18.5
1544,13400.0,6.04,367.0,7.88,6.05
2736,15000.0,10.7,412.0,14.0,10.7
3706,15300.0,14.5,422.0,18.9,14.5
4617,14700.0,18.1,405.0,23.6,18.1
53,105.0,0.207,2.89,0.27,0.213
1796,13900.0,7.03,382.0,9.17,7.04
1911,14100.0,7.48,388.0,9.76,7.49
2306,14600.0,9.03,402.0,11.8,9.03
2553,14900.0,9.99,409.0,13.0,10.0
2800,15000.0,11.0,414.0,14.3,11.0
4086,15300.0,16.0,422.0,20.9,16.0
4127,15300.0,16.2,422.0,21.1,16.2
824,11000.0,3.22,304.0,4.21,3.23
4733,14200.0,18.5,391.0,24.2,18.5
3178,15200.0,12.4,419.0,16.2,12.4
3401,15300.0,13.3,420.0,17.4,13.3
1389,12900.0,5.44,356.0,7.09,5.44
3564,15300.0,13.9,421.0,18.2,14.0
4876,12900.0,19.1,355.0,24.9,19.1
884,12000.0,3.46,330.0,4.51,3.47
3805,15400.0,14.9,422.0,19.4,14.9
1607,13500.0,6.29,371.0,8.2,6.3
1594,13500.0,6.24,371.0,8.14,6.25
771,10000.0,3.02,275.0,3.94,3.02
2611,14900.0,10.2,410.0,13.3,10.2
4661,14600.0,18.2,401.0,23.8,18.2
2273,14600.0,8.9,401.0,11.6,8.9
1868,14000.0,7.31,386.0,9.54,7.32
1085,12300.0,4.25,339.0,5.54,4.25
10,9.17,0.0384,0.252,0.0501,0.0451
3611,15300.0,14.1,422.0,18.4,14.1
1325,12700.0,5.19,350.0,6.76,5.19
3390,15300.0,13.3,420.0,17.3,13.3
1463,13100.0,5.73,361.0,7.47,5.73
806,10700.0,3.15,294.0,4.11,3.16
4260,15300.0,16.7,420.0,21.8,16.7
3985,15400.0,15.6,422.0,20.3,15.6
3771,15400.0,14.8,422.0,19.3,14.8
2108,14400.0,8.25,396.0,10.8,8.26
4235,15300.0,16.6,421.0,21.6,16.6
4956,11200.0,19.4,309.0,25.3,19.4
2234,14600.0,8.74,400.0,11.4,8.75
3211,15200.0,12.6,419.0,16.4,12.6
963,12300.0,3.77,338.0,4.92,3.78
3415,15300.0,13.4,420.0,17.4,13.4
3753,15400.0,14.7,422.0,19.2,14.7
398,3170.0,1.56,87.3,2.03,1.56
2632,14900.0,10.3,410.0,13.4,10.3
4851,13200.0,19.0,364.0,24.8,19.0
2996,15100.0,11.7,416.0,15.3,11.7
704,8620.0,2.76,237.0,3.59,2.76
431,3720.0,1.69,102.0,2.2,1.69
292,2060.0,1.14,56.6,1.49,1.15
4867,13000.0,19.1,358.0,24.8,19.1
145,838.0,0.567,23.0,0.74,0.573
4393,15200.0,17.2,418.0,22.4,17.2
2033,14300.0,7.96,393.0,10.4,7.96
4283,15300.0,16.8,420.0,21.9,16.8
1165,12400.0,4.56,342.0,5.95,4.57
3500,15300.0,13.7,421.0,17.9,13.7
2050,14300.0,8.02,394.0,10.5,8.03
2624,14900.0,10.3,410.0,13.4,10.3
4378,15200.0,17.1,418.0,22.4,17.1
339,2500.0,1.33,68.8,1.73,1.33
3879,15400.0,15.2,422.0,19.8,15.2
4632,14700.0,18.1,404.0,23.6,18.1
2973,15100.0,11.6,416.0,15.2,11.6
265,1810.0,1.04,49.8,1.35,1.04
2424,14800.0,9.49,406.0,12.4,9.49
1262,12500.0,4.94,345.0,6.44,4.95
1771,13900.0,6.93,381.0,9.04,6.94
3511,15300.0,13.7,421.0,17.9,13.7
271,1870.0,1.06,51.3,1.38,1.07
696,8450.0,2.72,232.0,3.55,2.73
747,9510.0,2.92,261.0,3.81,2.93
244,1630.0,0.955,44.7,1.25,0.961
317,2290.0,1.24,63.0,1.62,1.25
476,4360.0,1.86,120.0,2.43,1.87
2032,14300.0,7.95,393.0,10.4,7.96
957,12300.0,3.75,338.0,4.89,3.75
3816,15400.0,14.9,422.0,19.5,14.9
813,10800.0,3.18,298.0,4.15,3.19
4532,15000.0,17.7,412.0,23.1,17.7
1914,14100.0,7.49,388.0,9.77,7.5
4602,14800.0,18.0,407.0,23.5,18.0
3487,15300.0,13.6,421.0,17.8,13.7
1297,12600.0,5.08,347.0,6.62,5.08
4030,15300.0,15.8,422.0,20.6,15.8
1804,13900.0,7.06,383.0,9.21,7.07
758,9730.0,2.97,268.0,3.87,2.97
250,1680.0,0.978,46.1,1.28,0.984
2461,14800.0,9.63,407.0,12.6,9.64
545,5520.0,2.13,152.0,2.78,2.14
3241,15200.0,12.7,419.0,16.5,12.7
738,9320.0,2.89,256.0,3.77,2.89
310,2220.0,1.21,61.2,1.58,1.22
3780,15300.0,14.8,422.0,19.3,14.8
2941,15100.0,11.5,416.0,15.0,11.5
1131,12400.0,4.43,340.0,5.77,4.43
1449,13100.0,5.67,360.0,7.4,5.68
4919,12200.0,19.3,335.0,25.1,19.3
15,11.7,0.058,0.321,0.0757,0.0646
3232,15200.0,12.7,419.0,16.5,12.7
2769,15000.0,10.8,413.0,14.1,10.8
3468,15300.0,13.6,421.0,17.7,13.6
920,12200.0,3.6,335.0,4.7,3.61
3029,15200.0,11.9,417.0,15.5,11.9
1372,12900.0,5.37,354.0,7.0,5.38
3587,15300.0,14.0,421.0,18.3,14.0
2544,14900.0,9.96,409.0,13.0,9.96
3598,15300.0,14.1,421.0,18.4,14.1
38,43.3,0.148,1.19,0.193,0.155
363,2740.0,1.42,75.3,1.85,1.43
4101,15300.0,16.1,422.0,20.9,16.1
182,1120.0,0.712,30.8,0.929,0.718
3033,15200.0,11.9,417.0,15.5,11.9
2983,15100.0,11.7,416.0,15.2,11.7
1194,12400.0,4.67,341.0,6.1,4.68
2852,15100.0,11.2,414.0,14.6,11.2
4542,15000.0,17.8,411.0,23.2,17.8
1121,12400.0,4.39,340.0,5.72,4.39
2235,14600.0,8.75,400.0,11.4,8.75
2667,15000.0,10.4,411.0,13.6,10.4
3699,15300.0,14.5,422.0,18.9,14.5
3223,15200.0,12.6,419.0,16.5,12.6
1182,12400.0,4.63,341.0,6.03,4.63
4184,15300.0,16.4,421.0,21.4,16.4
4293,15300.0,16.8,420.0,21.9,16.8
614,6800.0,2.4,187.0,3.13,2.41
4908,12400.0,19.2,340.0,25.1,19.2
1466,13200.0,5.74,362.0,7.48,5.74
401,3220.0,1.57,88.5,2.05,1.58
3042,15200.0,11.9,417.0,15.5,11.9
934,12200.0,3.66,336.0,4.77,3.66
2419,14800.0,9.47,406.0,12.4,9.47
4860,13100.0,19.0,361.0,24.8,19.0
4910,12300.0,19.2,339.0,25.1,19.2
2641,14900.0,10.3,411.0,13.5,10.3
4017,15300.0,15.7,422.0,20.5,15.7
726,9080.0,2.84,249.0,3.71,2.85
826,11100.0,3.23,305.0,4.22,3.24
1521,13300.0,5.95,366.0,7.77,5.96
4856,13200.0,19.0,362.0,24.8,19.0
2930,15100.0,11.5,416.0,15.0,11.5
136,770.0,0.532,21.2,0.694,0.538
3590,15300.0,14.1,421.0,18.3,14.1
628,7080.0,2.46,195.0,3.21,2.46
334,2450.0,1.31,67.4,1.7,1.31
390,3050.0,1.53,83.9,1.99,1.53
4387,15200.0,17.2,418.0,22.4,17.2
4904,12500.0,19.2,342.0,25.0,19.2
3832,15400.0,15.0,422.0,19.6,15.0
1817,13900.0,7.11,383.0,9.28,7.12
400,3210.0,1.57,88.1,2.04,1.57
710,8740.0,2.78,240.0,3.62,2.78
1039,12300.0,4.07,338.0,5.3,4.07
3989,15300.0,15.6,422.0,20.4,15.6
3359,15300.0,13.1,420.0,17.1,13.2
46,68.3,0.179,1.88,0.234,0.186
1561,13400.0,6.11,368.0,7.97,6.12
4799,13800.0,18.8,379.0,24.5,18.8
3642,15300.0,14.3,422.0,18.6,14.3
3726,15300.0,14.6,422.0,19.0,14.6
4982,10300.0,19.5,282.0,25.4,19.5
1112,12400.0,4.35,340.0,5.68,4.36
2513,14800.0,9.84,408.0,12.8,9.84
3608,15300.0,14.1,422.0,18.4,14.1
1223,12500.0,4.79,344.0,6.24,4.79
4060,15300.0,15.9,422.0,20.7,15.9
3023,15200.0,11.8,417.0,15.4,11.8
2421,14800.0,9.48,406.0,12.4,9.48
1508,13300.0,5.9,365.0,7.7,5.91
1750,13800.0,6.85,380.0,8.93,6.86
4837,13400.0,18.9,368.0,24.7,18.9
4096,15300.0,16.0,422.0,20.9,16.0
1799,13900.0,7.04,382.0,9.18,7.05
338,2490.0,1.32,68.5,1.72,1.33
215,1380.0,0.841,37.9,1.1,0.847
3663,15300.0,14.3,422.0,18.7,14.3
1341,12800.0,5.25,352.0,6.85,5.25
11,10.0,0.0425,0.275,0.0554,0.049
1520,13300.0,5.95,366.0,7.76,5.96
3640,15300.0,14.2,422.0,18.6,14.3
3937,15400.0,15.4,422.0,20.1,15.4
4427,15200.0,17.3,417.0,22.6,17.3
3004,15200.0,11.8,417.0,15.3,11.8
2864,15100.0,11.2,415.0,14.6,11.2
3115,15200.0,12.2,418.0,15.9,12.2
4840,13400.0,18.9,368.0,24.7,19.0
2322,14700.0,9.09,403.0,11.9,9.09
2571,14900.0,10.1,409.0,13.1,10.1
2913,15100.0,11.4,415.0,14.9,11.4
101,562.0,0.395,15.4,0.515,0.401
3549,15300.0,13.9,421.0,18.1,13.9
1458,13100.0,5.71,361.0,7.44,5.71
171,1050.0,0.669,28.8,0.873,0.675
107,592.0,0.418,16.3,0.545,0.425
4196,15300.0,16.4,421.0,21.4,16.4
3569,15300.0,14.0,421.0,18.2,14.0
4991,9790.0,19.5,269.0,25.5,19.5
4295,15300.0,16.8,420.0,21.9,16.8
4063,15300.0,15.9,422.0,20.7,15.9
3861,15400.0,15.1,422.0,19.7,15.1
4122,15300.0,16.1,422.0,21.0,16.1
4629,14700.0,18.1,404.0,23.6,18.1
60,162.0,0.234,4.45,0.305,0.241
1240,12500.0,4.85,344.0,6.33,4.86
4637,14700.0,18.2,404.0,23.7,18.2
1040,12300.0,4.07,338.0,5.31,4.08
4187,15300.0,16.4,421.0,21.4,16.4
2760,15000.0,10.8,413.0,14.1,10.8
2120,14400.0,8.3,396.0,10.8,8.3
1524,13300.0,5.97,366.0,7.78,5.97
3521,15300.0,13.8,421.0,18.0,13.8
153,902.0,0.598,24.8,0.78,0.605
2248,14600.0,8.8,401.0,11.5,8.8
481,4440.0,1.88,122.0,2.45,1.89
4233,15300.0,16.6,421.0,21.6,16.6
4305,15300.0,16.9,420.0,22.0,16.9
3578,15300.0,14.0,421.0,18.3,14.0
4125,15300.0,16.1,422.0,21.1,16.2
3562,15300.0,13.9,421.0,18.2,13.9
3315,15300.0,13.0,420.0,16.9,13.0
1762,13800.0,6.9,381.0,9.0,6.9
3538,15300.0,13.8,421.0,18.1,13.9
4803,13700.0,18.8,378.0,24.5,18.8
750,9570.0,2.94,263.0,3.83,2.94
3619,15300.0,14.2,422.0,18.5,14.2
1785,13900.0,6.99,382.0,9.11,6.99
4270,15300.0,16.7,420.0,21.8,16.7
3383,15300.0,13.2,420.0,17.3,13.2
4348,15200.0,17.0,419.0,22.2,17.0
405,3290.0,1.58,90.3,2.07,1.59
757,9710.0,2.96,267.0,3.86,2.97
2711,15000.0,10.6,412.0,13.8,10.6
2670,15000.0,10.5,411.0,13.6,10.5
3983,15400.0,15.6,422.0,20.3,15.6
97,543.0,0.379,14.9,0.494,0.386
1333,12800.0,5.22,351.0,6.81,5.22
4451,15100.0,17.4,416.0,22.7,17.4
2791,15000.0,10.9,413.0,14.2,10.9
2854,15100.0,11.2,414.0,14.6,11.2
186,1150.0,0.727,31.6,0.948,0.734
4003,15400.0,15.7,422.0,20.4,15.7
2723,15000.0,10.7,412.0,13.9,10.7
3583,15300.0,14.0,421.0,18.3,14.0
2058,14300.0,8.06,394.0,10.5,8.06
1319,12700.0,5.16,350.0,6.73,5.17
148,861.0,0.579,23.7,0.755,0.585
28,24.2,0.109,0.664,0.142,0.116
4140,15300.0,16.2,421.0,21.1,16.2
4009,15400.0,15.7,422.0,20.5,15.7
3363,15300.0,13.2,420.0,17.2,13.2
692,8370.0,2.71,230.0,3.53,2.71
2866,15100.0,11.2,415.0,14.6,11.2
3776,15400.0,14.8,422.0,19.3,14.8
1386,12900.0,5.42,355.0,7.08,5.43
1845,14000.0,7.22,385.0,9.42,7.23
4730,14300.0,18.5,392.0,24.2,18.5
129,713.0,0.504,19.6,0.657,0.511
1599,13500.0,6.26,371.0,8.16,6.26
3629,15300.0,14.2,422.0,18.5,14.2
4503,15000.0,17.6,414.0,23.0,17.6
701,8560.0,2.74,235.0,3.58,2.75
3982,15400.0,15.6,422.0,20.3,15.6
3028,15200.0,11.9,417.0,15.5,11.9
2969,15100.0,11.6,416.0,15.2,11.6
4356,15200.0,17.1,419.0,22.2,17.1
1708,13700.0,6.69,378.0,8.72,6.69
2953,15100.0,11.6,416.0,15.1,11.6
454,4030.0,1.78,111.0,2.32,1.78
2868,15100.0,11.2,415.0,14.6,11.2
2040,14300.0,7.98,393.0,10.4,7.99
1772,13900.0,6.94,381.0,9.05,6.94
2315,14700.0,9.06,403.0,11.8,9.07
609,6710.0,2.38,184.0,3.11,2.39
167,1020.0,0.653,28.0,0.852,0.66
730,9160.0,2.86,252.0,3.73,2.86
4248,15300.0,16.6,421.0,21.7,16.6
3358,15300.0,13.1,420.0,17.1,13.1
2074,14400.0,8.12,395.0,10.6,8.12
4039,15300.0,15.8,422.0,20.6,15.8
3700,15300.0,14.5,422.0,18.9,14.5
1622,13500.0,6.35,372.0,8.28,6.35
587,6290.0,2.3,173.0,3.0,2.3
1401,13000.0,5.48,357.0,7.15,5.49
3045,15200.0,11.9,417.0,15.5,11.9
3224,15200.0,12.6,419.0,16.5,12.6
1700,13700.0,6.65,377.0,8.68,6.66
3088,15200.0,12.1,418.0,15.8,12.1
4390,15200.0,17.2,418.0,22.4,17.2
2981,15100.0,11.7,416.0,15.2,11.7
40,48.3,0.156,1.33,0.203,0.162
1379,12900.0,5.4,355.0,7.04,5.4
2089,14400.0,8.18,395.0,10.7,8.18
2175,14500.0,8.51,398.0,11.1,8.52
3217,15200.0,12.6,419.0,16.4,12.6
2885,15100.0,11.3,415.0,14.7,11.3
74,352.0,0.289,9.67,0.377,0.296
3909,15400.0,15.3,422.0,20.0,15.3
4964,11000.0,19.4,302.0,25.3,19.4
2657,14900.0,10.4,411.0,13.6,10.4
3180,15200.0,12.4,419.0,16.2,12.5
2076,14400.0,8.13,395.0,10.6,8.13
441,3860.0,1.73,106.0,2.25,1.73
4051,15300.0,15.9,422.0,20.7,15.9
2051,14300.0,8.03,394.0,10.5,8.03
2541,14900.0,9.95,409.0,13.0,9.95
3306,15300.0,12.9,420.0,16.9,12.9
1301,12600.0,5.09,347.0,6.64,5.1
1781,13900.0,6.97,382.0,9.09,6.98
4814,13600.0,18.8,375.0,24.6,18.8
3430,15300.0,13.4,421.0,17.5,13.4
1304,12700.0,5.1,348.0,6.66,5.11
236,1560.0,0.923,42.8,1.2,0.93
2599,14900.0,10.2,410.0,13.3,10.2
520,5090.0,2.04,140.0,2.65,2.04
2573,14900.0,10.1,409.0,13.1,10.1
3280,15300.0,12.8,420.0,16.7,12.8
3186,15200.0,12.5,419.0,16.3,12.5
2768,15000.0,10.8,413.0,14.1,10.8
735,9260.0,2.88,255.0,3.75,2.88
4703,14400.0,18.4,396.0,24.0,18.4
4929,12000.0,19.3,329.0,25.2,19.3
2106,14400.0,8.24,396.0,10.8,8.25
2679,15000.0,10.5,411.0,13.7,10.5
3229,15200.0,12.6,419.0,16.5,12.6
2761,15000.0,10.8,413.0,14.1,10.8
592,6380.0,2.32,175.0,3.02,2.32
1303,12600.0,5.1,348.0,6.65,5.11
1387,12900.0,5.43,355.0,7.08,5.43
4695,14400.0,18.4,397.0,24.0,18.4
4526,15000.0,17.7,412.0,23.1,17.7
3947,15400.0,15.4,422.0,20.2,15.5
1890,14100.0,7.4,387.0,9.65,7.4
2987,15100.0,11.7,416.0,15.3,11.7
4924,12100.0,19.3,332.0,25.1,19.3
3297,15300.0,12.9,420.0,16.8,12.9
904,12200.0,3.54,334.0,4.62,3.54
4609,14800.0,18.0,406.0,23.5,18.0
1279,12600.0,5.01,346.0,6.53,5.01
933,12200.0,3.65,336.0,4.76,3.66
4899,12500.0,19.2,345.0,25.0,19.2
2308,14600.0,9.03,403.0,11.8,9.04
1555,13400.0,6.09,368.0,7.94,6.09
4533,15000.0,17.7,412.0,23.1,17.7
3190,15200.0,12.5,419.0,16.3,12.5
4441,15100.0,17.4,416.0,22.7,17.4
706,8660.0,2.76,238.0,3.6,2.77
4690,14500.0,18.4,398.0,23.9,18.4
3070,15200.0,12.0,417.0,15.7,12.0
745,9470.0,2.92,260.0,3.8,2.92
3594,15300.0,14.1,421.0,18.3,14.1
1939,14200.0,7.59,389.0,9.9,7.6
4400,15200.0,17.2,418.0,22.5,17.2
2862,15100.0,11.2,415.0,14.6,11.2
3996,15400.0,15.6,422.0,20.4,15.6
513,4970.0,2.01,137.0,2.62,2.01
81,460.0,0.316,12.6,0.412,0.323
4976,10500.0,19.5,290.0,25.4,19.5
1308,12700.0,5.12,348.0,6.68,5.13
4614,14800.0,18.1,406.0,23.6,18.1
914,12200.0,3.58,334.0,4.67,3.58
3452,15300.0,13.5,421.0,17.6,13.5
3695,15300.0,14.5,422.0,18.9,14.5
4804,13700.0,18.8,377.0,24.5,18.8
3156,15200.0,12.4,418.0,16.1,12.4
2198,14500.0,8.6,399.0,11.2,8.61
4232,15300.0,16.6,421.0,21.6,16.6
774,10100.0,3.03,277.0,3.95,3.04
329,2400.0,1.29,66.1,1.68,1.29
2054,14300.0,8.04,394.0,10.5,8.05
2001,14300.0,7.83,392.0,10.2,7.84
943,12300.0,3.69,337.0,4.81,3.7
822,11000.0,3.22,303.0,4.2,3.22
4527,15000.0,17.7,412.0,23.1,17.7
909,12200.0,3.56,335.0,4.64,3.56
2516,14800.0,9.85,408.0,12.8,9.85
181,1110.0,0.708,30.6,0.924,0.714
164,996.0,0.641,27.4,0.836,0.648
1523,13300.0,5.96,366.0,7.78,5.97
451,3980.0,1.76,109.0,2.3,1.77
2538,14900.0,9.93,408.0,13.0,9.94
4137,15300.0,16.2,421.0,21.1,16.2
4775,14000.0,18.7,384.0,24.4,18.7
1311,12700.0,5.13,349.0,6.69,5.14
3149,15200.0,12.3,418.0,16.1,12.3
1111,12400.0,4.35,340.0,5.67,4.35
4547,14900.0,17.8,411.0,23.2,17.8
4085,15300.0,16.0,422.0,20.9,16.0
3489,15300.0,13.7,421.0,17.8,13.7
1287,12600.0,5.04,346.0,6.57,5.04
4177,15300.0,16.3,421.0,21.3,16.4
4645,14700.0,18.2,403.0,23.7,18.2
3680,15300.0,14.4,422.0,18.8,14.4
4511,15000.0,17.7,413.0,23.0,17.7
4168,15300.0,16.3,421.0,21.3,16.3
3300,15300.0,12.9,420.0,16.8,12.9
3310,15300.0,13.0,420.0,16.9,13.0
4556,14900.0,17.8,410.0,23.3,17.8
3125,15200.0,12.2,418.0,16.0,12.2
327,2380.0,1.28,65.6,1.67,1.29
1790,13900.0,7.01,382.0,9.14,7.01
2490,14800.0,9.75,407.0,12.7,9.75
2006,14300.0,7.85,392.0,10.2,7.86
2007,14300.0,7.86,392.0,10.2,7.86
1858,14000.0,7.27,385.0,9.49,7.28
4685,14500.0,18.3,398.0,23.9,18.3
312,2240.0,1.22,61.7,1.59,1.23
832,11200.0,3.26,308.0,4.25,3.26
3079,15200.0,12.1,418.0,15.7,12.1
4717,14300.0,18.5,394.0,24.1,18.5
3462,15300.0,13.6,421.0,17.7,13.6
1201,12500.0,4.7,342.0,6.13,4.71
4391,15200.0,17.2,418.0,22.4,17.2
3547,15300.0,13.9,421.0,18.1,13.9
4922,12100.0,19.3,333.0,25.1,19.3
2134,14400.0,8.35,397.0,10.9,8.36
3451,15300.0,13.5,421.0,17.6,13.5
2209,14500.0,8.65,400.0,11.3,8.65
1901,14100.0,7.44,388.0,9.71,7.45
1481,13200.0,5.8,363.0,7.56,5.8
777,10100.0,3.04,278.0,3.97,3.05
799,10600.0,3.13,290.0,4.08,3.13
3714,15300.0,14.5,422.0,19.0,14.5
3942,15400.0,15.4,422.0,20.1,15.4
54,111.0,0.211,3.06,0.275,0.217
2972,15100.0,11.6,416.0,15.2,11.6
3335,15300.0,13.1,420.0,17.0,13.1
1920,14100.0,7.52,388.0,9.8,7.52
3715,15300.0,14.5,422.0,19.0,14.5
4646,14600.0,18.2,403.0,23.7,18.2
946,12300.0,3.7,337.0,4.83,3.71
