id,Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
73,336.0,0.285,9.22,0.372,0.292
1752,13800.0,6.86,380.0,8.94,6.86
1421,13000.0,5.56,358.0,7.26,5.57
4221,15300.0,16.5,421.0,21.6,16.5
4693,14400.0,18.4,397.0,24.0,18.4
4369,15200.0,17.1,419.0,22.3,17.1
4575,14900.0,17.9,409.0,23.4,17.9
3809,15400.0,14.9,422.0,19.4,14.9
2244,14600.0,8.78,401.0,11.5,8.79
3047,15200.0,11.9,417.0,15.6,11.9
2445,14800.0,9.57,406.0,12.5,9.58
494,4650.0,1.93,128.0,2.52,1.94
3130,15200.0,12.3,418.0,16.0,12.3
4321,15300.0,16.9,420.0,22.1,16.9
4397,15200.0,17.2,418.0,22.4,17.2
1164,12400.0,4.56,342.0,5.94,4.56
3734,15300.0,14.6,422.0,19.1,14.6
1730,13800.0,6.77,379.0,8.83,6.78
4812,13700.0,18.8,375.0,24.6,18.8
2402,14700.0,9.4,405.0,12.3,9.41
3403,15300.0,13.3,420.0,17.4,13.3
618,6880.0,2.42,189.0,3.15,2.42
1697,13700.0,6.64,377.0,8.66,6.65
3593,15300.0,14.1,421.0,18.3,14.1
1957,14200.0,7.66,390.0,9.99,7.67
1221,12500.0,4.78,344.0,6.23,4.79
2073,14400.0,8.11,395.0,10.6,8.12
3410,15300.0,13.3,420.0,17.4,13.4
869,11800.0,3.4,325.0,4.44,3.41
2718,15000.0,10.6,412.0,13.9,10.6
1042,12300.0,4.08,338.0,5.32,4.08
1361,12900.0,5.33,353.0,6.95,5.33
356,2670.0,1.39,73.3,1.82,1.4
1162,12400.0,4.55,342.0,5.93,4.55
2765,15000.0,10.8,413.0,14.1,10.8
3252,15300.0,12.7,419.0,16.6,12.7
1438,13100.0,5.63,360.0,7.34,5.63
3603,15300.0,14.1,422.0,18.4,14.1
4940,11700.0,19.3,321.0,25.2,19.3
4593,14800.0,18.0,408.0,23.5,18.0
3639,15300.0,14.2,422.0,18.6,14.2
1253,12500.0,4.9,344.0,6.4,4.91
3365,15300.0,13.2,420.0,17.2,13.2
332,2430.0,1.3,66.9,1.69,1.31
3694,15300.0,14.5,422.0,18.9,14.5
3568,15300.0,14.0,421.0,18.2,14.0
2728,15000.0,10.7,412.0,13.9,10.7
3667,15300.0,14.4,422.0,18.7,14.4
1630,13600.0,6.38,373.0,8.32,6.39
1116,12400.0,4.37,340.0,5.7,4.37
1849,14000.0,7.24,385.0,9.44,7.24
3554,15300.0,13.9,421.0,18.1,13.9
3153,15200.0,12.3,418.0,16.1,12.3
3265,15300.0,12.8,419.0,16.7,12.8
1665,13600.0,6.52,375.0,8.5,6.52
445,3900.0,1.74,107.0,2.27,1.75
2245,14600.0,8.79,401.0,11.5,8.79
452,4000.0,1.77,110.0,2.31,1.78
1551,13400.0,6.07,368.0,7.92,6.08
4434,15200.0,17.4,417.0,22.6,17.4
2954,15100.0,11.6,416.0,15.1,11.6
14,10.8,0.054,0.298,0.0704,0.0607
3628,15300.0,14.2,422.0,18.5,14.2
945,12300.0,3.7,337.0,4.82,3.7
247,1650.0,0.966,45.4,1.26,0.973
4697,14400.0,18.4,397.0,24.0,18.4
360,2710.0,1.41,74.4,1.84,1.42
4656,14600.0,18.2,402.0,23.8,18.2
1614,13500.0,6.32,372.0,8.24,6.32
2303,14600.0,9.01,402.0,11.8,9.02
4141,15300.0,16.2,421.0,21.1,16.2
3168,15200.0,12.4,418.0,16.2,12.4
2478,14800.0,9.7,407.0,12.7,9.71
4214,15300.0,16.5,421.0,21.5,16.5
4180,15300.0,16.4,421.0,21.3,16.4
4884,12800.0,19.1,352.0,24.9,19.1
3163,15200.0,12.4,418.0,16.1,12.4
490,4590.0,1.92,126.0,2.5,1.92
862,11700.0,3.37,322.0,4.4,3.38
1740,13800.0,6.81,379.0,8.88,6.82
4099,15300.0,16.0,422.0,20.9,16.0
4385,15200.0,17.2,418.0,22.4,17.2
2447,14800.0,9.58,406.0,12.5,9.58
4230,15300.0,16.6,421.0,21.6,16.6
506,4850.0,1.98,133.0,2.58,1.99
2677,15000.0,10.5,411.0,13.7,10.5
2995,15200.0,11.7,417.0,15.3,11.7
1942,14200.0,7.6,389.0,9.92,7.61
1222,12500.0,4.78,344.0,6.24,4.79
1113,12400.0,4.36,340.0,5.68,4.36
1905,14100.0,7.46,388.0,9.73,7.46
3423,15300.0,13.4,421.0,17.5,13.4
1877,14100.0,7.35,386.0,9.58,7.35
4672,14500.0,18.3,400.0,23.9,18.3
433,3760.0,1.69,103.0,2.21,1.7
2364,14700.0,9.25,404.0,12.1,9.26
3154,15200.0,12.3,418.0,16.1,12.4
2835,15100.0,11.1,414.0,14.5,11.1
2092,14400.0,8.19,395.0,10.7,8.19
3010,15200.0,11.8,417.0,15.4,11.8
3162,15200.0,12.4,418.0,16.1,12.4
2945,15100.0,11.5,416.0,15.0,11.5
3916,15400.0,15.3,422.0,20.0,15.3
2916,15100.0,11.4,415.0,14.9,11.4
1102,12400.0,4.31,340.0,5.63,4.32
1448,13100.0,5.67,360.0,7.39,5.67
1720,13800.0,6.73,378.0,8.78,6.74
4518,15000.0,17.7,413.0,23.1,17.7
3842,15400.0,15.0,422.0,19.6,15.0
156,928.0,0.61,25.5,0.796,0.617
2978,15100.0,11.7,416.0,15.2,11.7
1773,13900.0,6.94,381.0,9.05,6.95
615,6820.0,2.41,188.0,3.14,2.41
643,7380.0,2.52,203.0,3.28,2.52
1935,14200.0,7.57,389.0,9.88,7.58
4277,15300.0,16.7,420.0,21.8,16.7
1068,12300.0,4.18,339.0,5.45,4.19
4454,15100.0,17.4,416.0,22.7,17.4
4154,15300.0,16.3,421.0,21.2,16.3
4239,15300.0,16.6,421.0,21.6,16.6
4868,13000.0,19.1,358.0,24.9,19.1
330,2410.0,1.29,66.4,1.68,1.3
2057,14300.0,8.05,394.0,10.5,8.06
2646,14900.0,10.4,411.0,13.5,10.4
2191,14500.0,8.58,399.0,11.2,8.58
622,6960.0,2.43,191.0,3.18,2.44
1595,13500.0,6.24,371.0,8.14,6.25
2915,15100.0,11.4,415.0,14.9,11.4
4821,13600.0,18.9,373.0,24.6,18.9
3898,15400.0,15.3,422.0,19.9,15.3
1919,14100.0,7.51,388.0,9.8,7.52
4173,15300.0,16.3,421.0,21.3,16.3
4477,15100.0,17.5,415.0,22.9,17.5
755,9670.0,2.95,266.0,3.85,2.96
518,5050.0,2.03,139.0,2.64,2.03
3803,15400.0,14.9,422.0,19.4,14.9
32,29.2,0.124,0.802,0.162,0.131
2937,15100.0,11.5,416.0,15.0,11.5
1157,12400.0,4.53,341.0,5.91,4.53
744,9450.0,2.91,260.0,3.8,2.92
1497,13200.0,5.86,364.0,7.64,5.87
3459,15300.0,13.5,421.0,17.7,13.5
3755,15400.0,14.7,422.0,19.2,14.7
2591,14900.0,10.1,410.0,13.2,10.1
783,10200.0,3.06,282.0,4.0,3.07
3493,15300.0,13.7,421.0,17.8,13.7
2949,15100.0,11.5,416.0,15.1,11.5
229,1500.0,0.896,41.1,1.17,0.902
857,11600.0,3.35,320.0,4.38,3.36
2266,14600.0,8.87,401.0,11.6,8.88
4274,15300.0,16.7,420.0,21.8,16.7
408,3330.0,1.6,91.7,2.08,1.6
170,1040.0,0.665,28.6,0.867,0.671
540,5430.0,2.11,149.0,2.76,2.12
2210,14500.0,8.65,400.0,11.3,8.66
2304,14600.0,9.02,402.0,11.8,9.02
2567,14900.0,10.0,409.0,13.1,10.1
613,6780.0,2.4,186.0,3.13,2.41
2101,14400.0,8.22,396.0,10.7,8.23
1808,13900.0,7.08,383.0,9.23,7.08
3438,15300.0,13.5,421.0,17.6,13.5
1161,12400.0,4.54,342.0,5.93,4.55
4225,15300.0,16.5,421.0,21.6,16.5
3119,15200.0,12.2,418.0,15.9,12.2
3652,15300.0,14.3,422.0,18.6,14.3
1610,13500.0,6.3,372.0,8.22,6.31
1932,14100.0,7.56,389.0,9.86,7.57
3027,15200.0,11.8,417.0,15.5,11.9
564,5860.0,2.21,161.0,2.88,2.21
3571,15300.0,14.0,421.0,18.2,14.0
4247,15300.0,16.6,421.0,21.7,16.6
2388,14700.0,9.35,405.0,12.2,9.35
1471,13200.0,5.76,362.0,7.51,5.76
2630,14900.0,10.3,410.0,13.4,10.3
1835,14000.0,7.18,384.0,9.37,7.19
4928,12000.0,19.3,329.0,25.2,19.3
3475,15300.0,13.6,421.0,17.7,13.6
1533,13300.0,6.0,367.0,7.83,6.01
4327,15300.0,16.9,419.0,22.1,16.9
2484,14800.0,9.72,407.0,12.7,9.73
4207,15300.0,16.5,421.0,21.5,16.5
1172,12400.0,4.59,342.0,5.98,4.59
1427,13000.0,5.59,359.0,7.29,5.59
325,2370.0,1.27,65.0,1.66,1.28
1051,12300.0,4.11,338.0,5.37,4.12
3319,15300.0,13.0,420.0,16.9,13.0
4721,14300.0,18.5,393.0,24.1,18.5
3864,15400.0,15.1,422.0,19.7,15.1
2603,14900.0,10.2,410.0,13.3,10.2
1738,13800.0,6.8,379.0,8.87,6.81
1196,12400.0,4.68,342.0,6.11,4.69
620,6920.0,2.43,190.0,3.16,2.43
1374,12900.0,5.38,354.0,7.01,5.38
2879,15100.0,11.3,415.0,14.7,11.3
1189,12400.0,4.65,341.0,6.07,4.66
328,2400.0,1.28,65.9,1.67,1.29
648,7480.0,2.54,206.0,3.31,2.54
897,12100.0,3.51,333.0,4.58,3.52
3882,15400.0,15.2,422.0,19.8,15.2
1123,12400.0,4.39,340.0,5.73,4.4
1891,14100.0,7.4,387.0,9.65,7.41
4643,14700.0,18.2,403.0,23.7,18.2
4791,13800.0,18.8,380.0,24.5,18.8
4529,15000.0,17.7,412.0,23.1,17.7
4234,15300.0,16.6,421.0,21.6,16.6
1593,13500.0,6.24,371.0,8.13,6.24
3312,15300.0,13.0,420.0,16.9,13.0
2547,14900.0,9.97,409.0,13.0,9.98
1545,13400.0,6.05,367.0,7.89,6.05
4336,15300.0,17.0,419.0,22.1,17.0
1023,12200.0,4.0,337.0,5.22,4.01
1971,14200.0,7.71,391.0,10.1,7.72
4988,9970.0,19.5,274.0,25.5,19.5
1714,13700.0,6.71,378.0,8.75,6.71
1717,13800.0,6.72,378.0,8.77,6.73
1477,13200.0,5.78,363.0,7.54,5.79
809,10800.0,3.17,296.0,4.13,3.17
2850,15100.0,11.2,414.0,14.6,11.2
978,12300.0,3.83,338.0,4.99,3.83
4687,14500.0,18.3,398.0,23.9,18.4
4895,12600.0,19.2,347.0,25.0,19.2
1684,13700.0,6.59,376.0,8.6,6.6
4660,14600.0,18.2,401.0,23.8,18.2
1514,13300.0,5.93,365.0,7.73,5.93
2404,14700.0,9.41,405.0,12.3,9.42
2021,14300.0,7.91,393.0,10.3,7.92
4553,14900.0,17.8,411.0,23.2,17.8
1767,13900.0,6.92,381.0,9.02,6.92
174,1060.0,0.68,29.2,0.888,0.687
1554,13400.0,6.08,368.0,7.93,6.09
4215,15300.0,16.5,421.0,21.5,16.5
1482,13200.0,5.8,363.0,7.57,5.81
4461,15100.0,17.5,416.0,22.8,17.5
217,1390.0,0.849,38.3,1.11,0.855
3914,15400.0,15.3,422.0,20.0,15.3
3720,15300.0,14.6,422.0,19.0,14.6
690,8330.0,2.7,229.0,3.52,2.71
2577,14900.0,10.1,409.0,13.2,10.1
2233,14600.0,8.74,400.0,11.4,8.75
2238,14600.0,8.76,400.0,11.4,8.77
1106,12400.0,4.33,340.0,5.65,4.33
1789,13900.0,7.0,382.0,9.13,7.01
3188,15200.0,12.5,419.0,16.3,12.5
2436,14800.0,9.53,406.0,12.4,9.54
611,6740.0,2.39,185.0,3.12,2.4
3660,15300.0,14.3,422.0,18.7,14.3
3711,15300.0,14.5,422.0,18.9,14.5
576,6080.0,2.25,167.0,2.94,2.26
2063,14300.0,8.07,394.0,10.5,8.08
4435,15200.0,17.4,417.0,22.6,17.4
1180,12400.0,4.62,341.0,6.02,4.62
888,12100.0,3.48,331.0,4.53,3.48
3128,15200.0,12.2,418.0,16.0,12.2
1732,13800.0,6.78,379.0,8.84,6.79
2663,15000.0,10.4,411.0,13.6,10.4
817,10900.0,3.2,300.0,4.17,3.2
3277,15300.0,12.8,420.0,16.7,12.8
1859,14000.0,7.28,385.0,9.49,7.28
208,1320.0,0.813,36.3,1.06,0.82
293,2070.0,1.15,56.8,1.49,1.15
1119,12400.0,4.38,340.0,5.71,4.39
2213,14500.0,8.66,400.0,11.3,8.67
1609,13500.0,6.3,372.0,8.21,6.3
1264,12500.0,4.95,345.0,6.45,4.95
990,12200.0,3.87,335.0,5.05,3.88
4197,15300.0,16.4,421.0,21.4,16.4
1616,13500.0,6.33,372.0,8.25,6.33
353,2640.0,1.38,72.5,1.8,1.39
4557,14900.0,17.8,410.0,23.3,17.8
2022,14300.0,7.91,393.0,10.3,7.92
3690,15300.0,14.4,422.0,18.8,14.4
2555,14900.0,10.0,409.0,13.0,10.0
3048,15200.0,11.9,417.0,15.6,11.9
1228,12500.0,4.81,344.0,6.27,4.81
259,1760.0,1.01,48.4,1.32,1.02
1519,13300.0,5.95,366.0,7.76,5.95
1777,13900.0,6.96,381.0,9.07,6.96
4739,14200.0,18.5,390.0,24.2,18.6
1770,13900.0,6.93,381.0,9.04,6.93
4353,15200.0,17.0,419.0,22.2,17.0
52,99.5,0.203,2.74,0.265,0.209
3473,15300.0,13.6,421.0,17.7,13.6
4683,14500.0,18.3,398.0,23.9,18.3
4411,15200.0,17.3,417.0,22.5,17.3
2409,14700.0,9.43,405.0,12.3,9.44
2787,15000.0,10.9,413.0,14.2,10.9
2344,14700.0,9.17,404.0,12.0,9.18
1033,12300.0,4.04,337.0,5.27,4.05
1097,12400.0,4.29,340.0,5.6,4.3
543,5490.0,2.13,151.0,2.77,2.13
1046,12300.0,4.09,338.0,5.34,4.1
1894,14100.0,7.41,387.0,9.67,7.42
4376,15200.0,17.1,418.0,22.3,17.1
30,25.8,0.117,0.71,0.153,0.123
725,9050.0,2.84,249.0,3.7,2.84
4961,11100.0,19.4,305.0,25.3,19.4
4718,14300.0,18.5,394.0,24.1,18.5
3903,15400.0,15.3,422.0,19.9,15.3
1426,13000.0,5.58,359.0,7.28,5.59
2497,14800.0,9.77,408.0,12.7,9.78
436,3800.0,1.71,105.0,2.23,1.71
2470,14800.0,9.67,407.0,12.6,9.67
912,12200.0,3.57,334.0,4.66,3.58
4222,15300.0,16.5,421.0,21.6,16.5
4352,15200.0,17.0,419.0,22.2,17.0
4512,15000.0,17.7,413.0,23.0,17.7
4443,15100.0,17.4,416.0,22.7,17.4
2287,14600.0,8.95,402.0,11.7,8.96
4597,14800.0,18.0,407.0,23.5,18.0
1238,12500.0,4.85,344.0,6.32,4.85
903,12200.0,3.53,334.0,4.61,3.54
3620,15300.0,14.2,422.0,18.5,14.2
3231,15200.0,12.6,419.0,16.5,12.7
2859,15100.0,11.2,415.0,14.6,11.2
507,4870.0,1.98,134.0,2.59,1.99
3221,15200.0,12.6,419.0,16.4,12.6
183,1130.0,0.716,31.0,0.933,0.722
1564,13400.0,6.12,369.0,7.98,6.13
2704,15000.0,10.6,412.0,13.8,10.6
321,2330.0,1.26,64.0,1.64,1.26
3563,15300.0,13.9,421.0,18.2,14.0
1538,13300.0,6.02,367.0,7.85,6.03
1837,14000.0,7.19,384.0,9.38,7.2
2380,14700.0,9.32,405.0,12.2,9.32
1912,14100.0,7.48,388.0,9.76,7.49
1840,14000.0,7.2,385.0,9.39,7.21
2115,14400.0,8.28,396.0,10.8,8.28
4437,15200.0,17.4,417.0,22.7,17.4
1146,12400.0,4.49,341.0,5.85,4.49
2486,14800.0,9.73,407.0,12.7,9.74
44,58.3,0.172,1.6,0.224,0.178
2154,14500.0,8.43,398.0,11.0,8.44
1526,13300.0,5.97,366.0,7.79,5.98
4855,13200.0,19.0,363.0,24.8,19.0
1378,12900.0,5.39,355.0,7.03,5.4
1765,13800.0,6.91,381.0,9.01,6.91
3012,15200.0,11.8,417.0,15.4,11.8
413,3410.0,1.62,93.9,2.11,1.62
4284,15300.0,16.8,420.0,21.9,16.8
1407,13000.0,5.51,357.0,7.18,5.51
1658,13600.0,6.49,375.0,8.46,6.5
801,10600.0,3.13,291.0,4.09,3.14
1288,12600.0,5.04,346.0,6.58,5.05
2182,14500.0,8.54,399.0,11.1,8.55
2588,14900.0,10.1,410.0,13.2,10.1
2615,14900.0,10.2,410.0,13.4,10.2
2318,14700.0,9.07,403.0,11.8,9.08
256,1730.0,1.0,47.7,1.31,1.01
4541,15000.0,17.8,411.0,23.2,17.8
1729,13800.0,6.77,379.0,8.83,6.77
1151,12400.0,4.5,341.0,5.88,4.51
4144,15300.0,16.2,421.0,21.2,16.2
647,7460.0,2.53,205.0,3.3,2.54
2908,15100.0,11.4,415.0,14.8,11.4
1702,13700.0,6.66,377.0,8.69,6.67
1881,14100.0,7.36,387.0,9.6,7.37
3768,15400.0,14.7,422.0,19.2,14.8
1315,12700.0,5.15,349.0,6.71,5.15
2269,14600.0,8.88,401.0,11.6,8.89
1966,14200.0,7.7,390.0,10.0,7.7
2465,14800.0,9.65,407.0,12.6,9.65
3855,15400.0,15.1,422.0,19.7,15.1
1350,12800.0,5.28,352.0,6.89,5.29
3296,15300.0,12.9,420.0,16.8,12.9
112,616.0,0.438,16.9,0.571,0.444
3133,15200.0,12.3,418.0,16.0,12.3
263,1800.0,1.03,49.4,1.34,1.04
1393,12900.0,5.45,356.0,7.11,5.46
1878,14100.0,7.35,386.0,9.59,7.36
1186,12400.0,4.64,341.0,6.06,4.65
3071,15200.0,12.0,417.0,15.7,12.0
56,126.0,0.219,3.47,0.285,0.225
1309,12700.0,5.12,349.0,6.68,5.13
695,8430.0,2.72,232.0,3.55,2.73
2952,15100.0,11.6,416.0,15.1,11.6
1726,13800.0,6.76,379.0,8.81,6.76
2091,14400.0,8.18,395.0,10.7,8.19
3869,15400.0,15.1,422.0,19.8,15.1
319,2310.0,1.25,63.5,1.63,1.25
4320,15300.0,16.9,420.0,22.1,16.9
682,8170.0,2.67,225.0,3.48,2.68
3841,15400.0,15.0,422.0,19.6,15.0
3213,15200.0,12.6,419.0,16.4,12.6
2002,14300.0,7.84,392.0,10.2,7.84
4782,13900.0,18.7,382.0,24.4,18.7
4150,15300.0,16.2,421.0,21.2,16.2
286,2000.0,1.12,55.1,1.46,1.13
1888,14100.0,7.39,387.0,9.64,7.4
2337,14700.0,9.15,403.0,11.9,9.15
2520,14800.0,9.86,408.0,12.9,9.87
2277,14600.0,8.91,402.0,11.6,8.92
2127,14400.0,8.33,397.0,10.9,8.33
3499,15300.0,13.7,421.0,17.9,13.7
4211,15300.0,16.5,421.0,21.5,16.5
2083,14400.0,8.15,395.0,10.6,8.16
736,9280.0,2.88,255.0,3.76,2.89
4801,13800.0,18.8,378.0,24.5,18.8
336,2470.0,1.31,67.9,1.71,1.32
2596,14900.0,10.2,410.0,13.3,10.2
2771,15000.0,10.8,413.0,14.1,10.9
3704,15300.0,14.5,422.0,18.9,14.5
4404,15200.0,17.2,418.0,22.5,17.2
1071,12300.0,4.19,339.0,5.47,4.2
2290,14600.0,8.96,402.0,11.7,8.97
1672,13700.0,6.54,375.0,8.54,6.55
4083,15300.0,16.0,422.0,20.8,16.0
4250,15300.0,16.6,421.0,21.7,16.6
4113,15300.0,16.1,422.0,21.0,16.1
4408,15200.0,17.3,417.0,22.5,17.3
3366,15300.0,13.2,420.0,17.2,13.2
1488,13200.0,5.82,363.0,7.6,5.83
498,4720.0,1.95,130.0,2.54,1.96
4382,15200.0,17.2,418.0,22.4,17.2
3479,15300.0,13.6,421.0,17.8,13.6
2581,14900.0,10.1,409.0,13.2,10.1
3123,15200.0,12.2,418.0,15.9,12.2
2921,15100.0,11.4,415.0,14.9,11.4
4377,15200.0,17.1,418.0,22.3,17.1
2644,14900.0,10.3,411.0,13.5,10.4
4286,15300.0,16.8,420.0,21.9,16.8
4040,15300.0,15.8,422.0,20.6,15.8
2034,14300.0,7.96,393.0,10.4,7.97
1022,12200.0,4.0,337.0,5.22,4.01
2282,14600.0,8.93,402.0,11.7,8.94
4886,12800.0,19.1,351.0,24.9,19.1
4219,15300.0,16.5,421.0,21.5,16.5
3063,15200.0,12.0,417.0,15.6,12.0
4365,15200.0,17.1,419.0,22.3,17.1
665,7820.0,2.6,215.0,3.39,2.61
3932,15400.0,15.4,422.0,20.1,15.4
2638,14900.0,10.3,411.0,13.5,10.3
3176,15200.0,12.4,419.0,16.2,12.4
4265,15300.0,16.7,420.0,21.8,16.7
3121,15200.0,12.2,418.0,15.9,12.2
1017,12200.0,3.98,336.0,5.19,3.99
557,5730.0,2.18,158.0,2.84,2.19
2399,14700.0,9.39,405.0,12.2,9.4
1207,12500.0,4.72,343.0,6.16,4.73
2005,14300.0,7.85,392.0,10.2,7.85
2656,14900.0,10.4,411.0,13.6,10.4
2135,14400.0,8.36,397.0,10.9,8.36
1510,13300.0,5.91,365.0,7.71,5.92
1736,13800.0,6.79,379.0,8.86,6.8
245,1640.0,0.958,45.0,1.25,0.965
1163,12400.0,4.55,342.0,5.94,4.56
3362,15300.0,13.2,420.0,17.2,13.2
266,1820.0,1.04,50.1,1.36,1.05
2366,14700.0,9.26,404.0,12.1,9.27
1114,12400.0,4.36,340.0,5.69,4.37
63,195.0,0.246,5.36,0.321,0.253
2592,14900.0,10.1,410.0,13.2,10.2
2788,15000.0,10.9,413.0,14.2,10.9
2757,15000.0,10.8,413.0,14.1,10.8
3011,15200.0,11.8,417.0,15.4,11.8
3076,15200.0,12.0,417.0,15.7,12.0
2998,15200.0,11.7,417.0,15.3,11.7
2815,15100.0,11.0,414.0,14.4,11.0
2259,14600.0,8.84,401.0,11.5,8.85
4958,11200.0,19.4,307.0,25.3,19.4
3204,15200.0,12.5,419.0,16.4,12.5
1237,12500.0,4.84,344.0,6.31,4.85
103,573.0,0.402,15.8,0.525,0.409
2643,14900.0,10.3,411.0,13.5,10.4
272,1880.0,1.06,51.6,1.39,1.07
508,4880.0,1.99,134.0,2.59,1.99
2226,14600.0,8.71,400.0,11.4,8.72
4933,11900.0,19.3,326.0,25.2,19.3
2441,14800.0,9.55,406.0,12.5,9.56
865,11800.0,3.39,323.0,4.42,3.39
3326,15300.0,13.0,420.0,17.0,13.0
908,12200.0,3.55,335.0,4.64,3.56
2114,14400.0,8.27,396.0,10.8,8.28
3896,15400.0,15.2,422.0,19.9,15.3
1627,13600.0,6.37,373.0,8.31,6.37
2873,15100.0,11.2,415.0,14.7,11.3
1522,13300.0,5.96,366.0,7.77,5.96
835,11200.0,3.27,309.0,4.26,3.27
358,2690.0,1.4,73.9,1.83,1.41
138,784.0,0.539,21.6,0.703,0.546
299,2120.0,1.17,58.4,1.53,1.18
1556,13400.0,6.09,368.0,7.94,6.1
1003,12100.0,3.93,333.0,5.12,3.93
382,2940.0,1.49,80.9,1.95,1.5
941,12300.0,3.68,337.0,4.8,3.69
4446,15100.0,17.4,416.0,22.7,17.4
4854,13200.0,19.0,363.0,24.8,19.0
761,9790.0,2.98,269.0,3.88,2.98
1705,13700.0,6.67,377.0,8.7,6.68
1873,14000.0,7.33,386.0,9.56,7.34
2550,14900.0,9.98,409.0,13.0,9.99
2086,14400.0,8.16,395.0,10.7,8.17
2197,14500.0,8.6,399.0,11.2,8.61
898,12100.0,3.51,334.0,4.58,3.52
3999,15300.0,15.7,422.0,20.4,15.7
3615,15300.0,14.1,422.0,18.5,14.2
1402,13000.0,5.49,357.0,7.16,5.49
3873,15400.0,15.2,422.0,19.8,15.2
3785,15400.0,14.8,422.0,19.3,14.8
4386,15200.0,17.2,418.0,22.4,17.2
2955,15100.0,11.6,416.0,15.1,11.6
1512,13300.0,5.92,365.0,7.72,5.92
1188,12400.0,4.65,341.0,6.07,4.66
2989,15100.0,11.7,416.0,15.3,11.7
2080,14400.0,8.14,395.0,10.6,8.15
4983,10200.0,19.5,281.0,25.4,19.5
3437,15300.0,13.5,421.0,17.5,13.5
108,597.0,0.422,16.4,0.55,0.429
4698,14400.0,18.4,396.0,24.0,18.4
2827,15100.0,11.1,414.0,14.4,11.1
4747,14100.0,18.6,389.0,24.2,18.6
58,143.0,0.226,3.94,0.295,0.233
76,382.0,0.297,10.5,0.387,0.303
796,10500.0,3.12,289.0,4.06,3.12
368,2790.0,1.44,76.7,1.88,1.45
4905,12400.0,19.2,342.0,25.0,19.2
785,10300.0,3.07,283.0,4.01,3.08
2088,14400.0,8.17,395.0,10.7,8.18
2314,14600.0,9.06,403.0,11.8,9.06
3384,15300.0,13.2,420.0,17.3,13.3
3605,15300.0,14.1,421.0,18.4,14.1
4111,15300.0,16.1,422.0,21.0,16.1
1902,14100.0,7.44,388.0,9.71,7.45
1703,13700.0,6.67,377.0,8.69,6.67
121,662.0,0.473,18.2,0.617,0.48
1844,14000.0,7.22,385.0,9.41,7.22
2369,14700.0,9.27,404.0,12.1,9.28
3728,15300.0,14.6,422.0,19.0,14.6
910,12200.0,3.56,335.0,4.65,3.57
124,679.0,0.485,18.7,0.633,0.491
2572,14900.0,10.1,409.0,13.1,10.1
1586,13500.0,6.21,370.0,8.1,6.21
1257,12500.0,4.92,344.0,6.42,4.93
3441,15300.0,13.5,421.0,17.6,13.5
3480,15300.0,13.6,421.0,17.8,13.6
4108,15300.0,16.1,422.0,21.0,16.1
1178,12400.0,4.61,342.0,6.01,4.62
3463,15300.0,13.6,421.0,17.7,13.6
3469,15300.0,13.6,421.0,17.7,13.6
3467,15300.0,13.6,421.0,17.7,13.6
2103,14400.0,8.23,396.0,10.7,8.24
442,3870.0,1.73,106.0,2.26,1.74
2227,14600.0,8.72,400.0,11.4,8.72
4416,15200.0,17.3,417.0,22.5,17.3
925,12200.0,3.62,335.0,4.72,3.63
4020,15300.0,15.7,422.0,20.5,15.7
2145,14500.0,8.4,397.0,11.0,8.4
4770,14000.0,18.7,385.0,24.4,18.7
1411,13000.0,5.52,357.0,7.2,5.53
3466,15300.0,13.6,421.0,17.7,13.6
2072,14400.0,8.11,395.0,10.6,8.12
1509,13300.0,5.91,365.0,7.7,5.91
1227,12500.0,4.8,344.0,6.26,4.81
4072,15300.0,15.9,422.0,20.8,15.9
2585,14900.0,10.1,410.0,13.2,10.1
4450,15100.0,17.4,416.0,22.7,17.4
2951,15100.0,11.6,416.0,15.1,11.6
3885,15400.0,15.2,422.0,19.8,15.2
324,2360.0,1.27,64.8,1.65,1.27
3977,15400.0,15.6,422.0,20.3,15.6
3576,15300.0,14.0,421.0,18.3,14.0
2211,14500.0,8.65,400.0,11.3,8.66
3298,15300.0,12.9,420.0,16.8,12.9
3035,15200.0,11.9,417.0,15.5,11.9
1498,13200.0,5.86,364.0,7.65,5.87
1502,13300.0,5.88,364.0,7.67,5.88
1006,12100.0,3.94,334.0,5.14,3.94
4179,15300.0,16.4,421.0,21.3,16.4
3013,15200.0,11.8,417.0,15.4,11.8
3516,15300.0,13.8,421.0,18.0,13.8
1467,13200.0,5.74,362.0,7.49,5.75
1225,12500.0,4.79,344.0,6.25,4.8
3167,15200.0,12.4,418.0,16.2,12.4
2267,14600.0,8.87,401.0,11.6,8.88
3808,15400.0,14.9,422.0,19.4,14.9
1216,12500.0,4.76,344.0,6.21,4.77
3976,15400.0,15.6,422.0,20.3,15.6
4584,14900.0,17.9,408.0,23.4,17.9
420,3530.0,1.64,97.1,2.14,1.65
3422,15300.0,13.4,421.0,17.5,13.4
6,7.5,0.023,0.206,0.03,0.0294
932,12200.0,3.65,336.0,4.76,3.65
1691,13700.0,6.62,377.0,8.63,6.62
439,3840.0,1.72,106.0,2.24,1.72
1313,12700.0,5.14,349.0,6.7,5.15
678,8080.0,2.65,222.0,3.46,2.66
1943,14200.0,7.61,389.0,9.92,7.61
4610,14800.0,18.0,406.0,23.5,18.0
